Account Type,Fund,Department,Business Unit,Account Classification,Account Code And Description,2019 Adopted Budget,2020 Adopted Budget,2021 Projected Budget,Fund Number,Department Number,Business Unit Number
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",REC. MGMT. & GENERAL SUPPORT,Charges for Services,53569 SPECIAL EVENT REVENUE,"25,000","25,000","25,000",100,30,3005
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",REC. MGMT. & GENERAL SUPPORT,Other Revenue,55166 Holiday Food Drive Revenue,"10,000","10,000","10,000",100,30,3005
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",REC. MGMT. & GENERAL SUPPORT,Other Revenue,56045 MISCELLANEOUS REVENUE,500,500,500,100,30,3005
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FARMER'S MARKET,"Licenses, Permits and Fees",52045 FARMERS' MARKET LICENSES,0,"51,250","51,250",100,30,3015
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FARMER'S MARKET,Other Revenue,56011 DONATIONS,0,"3,500","3,500",100,30,3015
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FARMER'S MARKET,Other Revenue,56045 MISCELLANEOUS REVENUE,0,"12,500","12,500",100,30,3015
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FARMER'S MARKET,Other Revenue,56049 MARKET LINK VOUCHERS,0,"30,000","30,000",100,30,3015
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",REC GENERAL SUPPORT,"Licenses, Permits and Fees",52045 FARMERS' MARKET LICENSES,"51,250",0,0,100,30,3020
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",REC GENERAL SUPPORT,Other Revenue,56011 DONATIONS,"5,000",0,0,100,30,3020
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",REC GENERAL SUPPORT,Other Revenue,56045 MISCELLANEOUS REVENUE,"11,000",0,0,100,30,3020
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",REC GENERAL SUPPORT,Other Revenue,56049 MARKET LINK VOUCHERS,"30,000",0,0,100,30,3020
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CROWN COMMUNITY CENTER,Charges for Services,53200 BEV SNACK VENDING MACHINE,"10,000","10,000","10,000",100,30,3030
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CROWN COMMUNITY CENTER,Charges for Services,53565 RECREATION PROGRAM FEES,"458,000","2,530,000","2,530,000",100,30,3030
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CROWN COMMUNITY CENTER,Intergovernmental Revenue,55251 GRANTS AND AID,"30,000","30,000","30,000",100,30,3030
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CROWN COMMUNITY CENTER,Other Revenue,56045 MISCELLANEOUS REVENUE,"3,500","3,500","3,500",100,30,3030
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CHANDLER COMMUNITY CENTER,Charges for Services,53565 RECREATION PROGRAM FEES,"700,000","700,000","700,000",100,30,3035
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CHANDLER COMMUNITY CENTER,Other Revenue,56045 MISCELLANEOUS REVENUE,500,500,500,100,30,3035
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FLEETWOOD JOURDAIN COM CT,Charges for Services,53565 RECREATION PROGRAM FEES,"200,000","200,000","200,000",100,30,3040
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FLEETWOOD JOURDAIN COM CT,Intergovernmental Revenue,55251 GRANTS AND AID,"75,000","75,000","75,000",100,30,3040
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FLEETWOOD JOURDAIN COM CT,Other Revenue,53568 TRANSFER FROM RESTRICTED ACCOUNT,"28,000",0,0,100,30,3040
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FLEETWOOD/JOURDAIN THEATR,Charges for Services,53560 RECREATION - CHARGES FOR SERVICES,"3,000","3,000","3,000",100,30,3045
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FLEETWOOD/JOURDAIN THEATR,Charges for Services,53565 RECREATION PROGRAM FEES,"12,500","12,500","12,500",100,30,3045
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",FLEETWOOD/JOURDAIN THEATR,Other Revenue,56011 DONATIONS,400,400,400,100,30,3045
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",RECREATION OUTREACH PROGRAM,Charges for Services,53565 RECREATION PROGRAM FEES,"145,000","145,000","145,000",100,30,3050
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",RECREATION OUTREACH PROGRAM,Other Revenue,56011 DONATIONS,"10,000","10,000","10,000",100,30,3050
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",LEVY CENTER SENIOR SERVICES,Charges for Services,53565 RECREATION PROGRAM FEES,"525,000","525,000","525,000",100,30,3055
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",LEVY CENTER SENIOR SERVICES,Charges for Services,53640 SENIOR TAXI COUPON SALES,"115,000","115,000","115,000",100,30,3055
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",LEVY CENTER SENIOR SERVICES,Intergovernmental Revenue,55251 GRANTS AND AID,"35,000","35,000","35,000",100,30,3055
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",LEVY CENTER SENIOR SERVICES,Intergovernmental Revenue,55255 COMM AGING GRANT - ADVOCATE,"55,000",0,0,100,30,3055
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",LEVY CENTER SENIOR SERVICES,Other Revenue,56045 MISCELLANEOUS REVENUE,"1,000","1,000","1,000",100,30,3055
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",LEVY CENTER SENIOR SERVICES,Other Revenue,56067 REIMBURSEMENTS-SERVICES AND SUPPLIES,"12,000","12,000","12,000",100,30,3055
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",BOAT RAMP OPERATIONS,Charges for Services,53565 RECREATION PROGRAM FEES,"50,000","182,500","182,500",100,30,3065
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",BOAT STORAGE FACILITIES,Charges for Services,53565 RECREATION PROGRAM FEES,"132,500",0,0,100,30,3075
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",BEACHES,Charges for Services,53565 RECREATION PROGRAM FEES,"795,000","1,045,000","1,045,000",100,30,3080
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",POOCH PARK,Charges for Services,53565 RECREATION PROGRAM FEES,"21,500","21,500","21,500",100,30,3081
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CROWN ICE RINK,Charges for Services,53565 RECREATION PROGRAM FEES,"1,147,750",0,0,100,30,3095
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CROWN ICE RINK,Other Revenue,53568 TRANSFER FROM RESTRICTED ACCOUNT,"2,000",0,0,100,30,3095
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",SPORTS LEAGUES,Charges for Services,53565 RECREATION PROGRAM FEES,"25,000","25,000","25,000",100,30,3100
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",SPORTS LEAGUES,Other Revenue,53568 TRANSFER FROM RESTRICTED ACCOUNT,"56,300",0,0,100,30,3100
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",AQUATIC CAMP,Charges for Services,53565 RECREATION PROGRAM FEES,"250,000",0,0,100,30,3105
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",SPECIAL RECREATION,Charges for Services,53565 RECREATION PROGRAM FEES,"85,000","85,000","85,000",100,30,3130
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",SPECIAL RECREATION,Other Revenue,56067 REIMBURSEMENTS-SERVICES AND SUPPLIES,"50,000","63,000","63,000",100,30,3130
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",GIBBS-MORRISON CULTURAL CENTER,Charges for Services,53565 RECREATION PROGRAM FEES,"55,000","55,000","55,000",100,30,3225
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",ECOLOGY CENTER,Charges for Services,53565 RECREATION PROGRAM FEES,"320,000","320,000","320,000",100,30,3605
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",ECOLOGY CENTER,Other Revenue,56067 REIMBURSEMENTS-SERVICES AND SUPPLIES,"10,000","10,000","10,000",100,30,3605
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",NOYES CULTURAL ARTS CENTER,Charges for Services,53565 RECREATION PROGRAM FEES,"370,000","370,000","370,000",100,30,3710
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",NOYES CULTURAL ARTS CENTER,Other Revenue,53568 TRANSFER FROM RESTRICTED ACCOUNT,"30,000",0,0,100,30,3710
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CULTURAL ARTS PROGRAMS,Charges for Services,53565 RECREATION PROGRAM FEES,"257,159","257,000","257,000",100,30,3720
Revenues,GENERAL FUND,"PARKS, REC. AND COMMUNITY SERV.",CULTURAL ARTS PROGRAMS,Intergovernmental Revenue,55251 GRANTS AND AID,"9,000","9,000","9,000",100,30,3720
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,"Licenses, Permits and Fees",52126 RIGHT-OF-WAY PERMIT,"358,000","358,000","358,000",100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,"Licenses, Permits and Fees",52140 OVERSIZE TRUCK PERMIT,"20,000","20,000","20,000",100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,Charges for Services,53650 STATE HIGHWAY MAINTENANCE,"58,200","58,200","58,200",100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,Charges for Services,53667 TREE PRESERVATION REVENUES,"5,000","5,000","5,000",100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,Charges for Services,53736 NEW PAVEMENT DEGRADATION FEES,"80,000","80,000","80,000",100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,Charges for Services,53737 I HEART EVANSTON TREES PROJECT,"7,000","3,000","3,000",100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,Other Revenue,56067 REIMBURSEMENTS-SERVICES AND SUPPLIES,"20,000","20,000","20,000",100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,Other Revenue,56068 REIMB. SALT USAGE  DIST 65  ETHS  NW,"45,000","45,000","45,000",100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,Other Revenue,56132 TRANSFER FROM DUTCH TREE ELM RESERVE,0,"500,000",0,100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,PUBLIC WORKS AGENCY ADMIN,Other Revenue,56134 PRIVATE ELM TREE INSURANCE MONEY,"33,000","35,000","35,000",100,40,4105
Revenues,GENERAL FUND,PUBLIC WORKS AGENCY,TRAF. SIG.& ST LIGHT MAINT,Charges for Services,53650 STATE HIGHWAY MAINTENANCE,"14,000","14,000","14,000",100,40,4520
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Salary and Benefits,61010 REGULAR PAY,"253,471","255,107","273,172.85",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Salary and Benefits,61510 HEALTH INSURANCE,"167,253","177,127","182,921.46",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Salary and Benefits,61615 LIFE INSURANCE,115,116,118.32,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Salary and Benefits,61626 CELL PHONE ALLOWANCE,"7,700","9,000","9,000",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Salary and Benefits,61710 IMRF,"5,409","7,506","7,693.5",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Salary and Benefits,61725 SOCIAL SECURITY,"16,406","16,375","17,494.72",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Salary and Benefits,61730 MEDICARE,"3,837","3,830","4,091.52",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62206 TV BROADCASTING,500,0,0,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62210 PRINTING,700,100,100,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62275 POSTAGE CHARGEBACKS,333,100,100,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62280 OVERNIGHT MAIL CHARGES,167,0,0,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62285 COURIER CHARGES,300,0,0,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62295 TRAINING & TRAVEL,"14,000","14,000","14,000",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62360 MEMBERSHIP DUES,"38,000","58,000","58,000",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62370 EXPENSE ALLOWANCE,"1,000",0,0,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62380 COPY MACHINE CHARGES,619,100,100,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,62456 OUTSIDE MAIL SERVICES,"1,000",0,0,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,64540 TELECOMMUNICATIONS - WIRELESS,500,0,0,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,"65010 BOOKS, PUBLICATIONS, MAPS",200,0,0,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,65025 FOOD,"7,500","7,500","7,500",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Services and Supplies,65095 OFFICE SUPPLIES,"1,500",500,500,100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Miscellaneous,62490 OTHER PROGRAM COSTS,"1,000","1,250","1,250",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Miscellaneous,66062 SISTER CITY FUNDING,"4,165","2,000","2,000",100,13,1300
Expenses,GENERAL FUND,CITY COUNCIL,CITY COUNCIL,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"2,498",0,0,100,13,1300
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Salary and Benefits,61010 REGULAR PAY,"115,768","118,882","121,175.68",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Salary and Benefits,61510 HEALTH INSURANCE,"13,518","14,351","14,630.15",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Salary and Benefits,61615 LIFE INSURANCE,35,37,38.56,100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Salary and Benefits,61710 IMRF,"3,304","4,787","4,986.59",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Salary and Benefits,61725 SOCIAL SECURITY,"7,264","7,371","7,512.89",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Salary and Benefits,61730 MEDICARE,"1,699","1,724","1,757.05",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Services and Supplies,61060 SEASONAL EMPLOYEES,"8,300","8,300","8,300",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Services and Supplies,62210 PRINTING,876,876,876,100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Services and Supplies,62275 POSTAGE CHARGEBACKS,200,200,200,100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Services and Supplies,62280 OVERNIGHT MAIL CHARGES,65,65,65,100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Services and Supplies,62295 TRAINING & TRAVEL,"1,000","1,100","1,100",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Services and Supplies,62360 MEMBERSHIP DUES,525,525,525,100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Services and Supplies,62457 CODIFICATION SERVICES,"16,330","16,330","16,330",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Services and Supplies,65095 OFFICE SUPPLIES,"1,525","1,525","1,525",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Services and Supplies,65175 ELECTION SUPPLIES,"5,000","5,000","5,000",100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,500,500,500,100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Interfund Transfers,62309 RENTAL OF AUTO REPLACEMENT,500,500,500,100,14,1400
Expenses,GENERAL FUND,CITY CLERK,CITY CLERK,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"4,295",0,0,100,14,1400
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Salary and Benefits,61010 REGULAR PAY,"541,286","522,447","531,258.39",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Salary and Benefits,61510 HEALTH INSURANCE,"55,882","47,307","47,306.77",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Salary and Benefits,61615 LIFE INSURANCE,635,547,554.28,100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Salary and Benefits,61625 AUTO ALLOWANCE,"7,554","5,850","5,850",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Salary and Benefits,61626 CELL PHONE ALLOWANCE,512,504,504,100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Salary and Benefits,61710 IMRF,"31,684","44,789","45,557.86",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Salary and Benefits,61725 SOCIAL SECURITY,"29,135","27,095","27,639.7",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Salary and Benefits,61730 MEDICARE,"8,234","7,524","7,650.32",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,61060 SEASONAL EMPLOYEES,0,"30,000","30,000",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,62210 PRINTING,"1,000","1,000","1,000",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,62275 POSTAGE CHARGEBACKS,666,666,666,100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,62280 OVERNIGHT MAIL CHARGES,167,167,167,100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,62295 TRAINING & TRAVEL,"22,185","23,100","23,100",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,62360 MEMBERSHIP DUES,"21,000","21,000","21,000",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,62380 COPY MACHINE CHARGES,0,250,250,100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,62458 OUTSIDE COPY SERVICES,250,0,0,100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,62509  SERVICE AGREEMENTS/ CONTRACTS,"40,000","106,000","106,000",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,64540 TELECOMMUNICATIONS - WIRELESS,"2,000","2,000","2,000",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,"65010 BOOKS, PUBLICATIONS, MAPS",175,0,0,100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,65025 FOOD,0,"1,000","1,000",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Services and Supplies,65095 OFFICE SUPPLIES,"2,000","2,000","2,000",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Miscellaneous,62490 OTHER PROGRAM COSTS,"23,617","15,000","15,000",100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,CITY MANAGER,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"21,652",0,0,100,15,1505
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Salary and Benefits,61010 REGULAR PAY,"415,020","406,965","423,874.66",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Salary and Benefits,61510 HEALTH INSURANCE,"47,679","36,827","36,826.79",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Salary and Benefits,61615 LIFE INSURANCE,500,387,399.08,100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Salary and Benefits,61625 AUTO ALLOWANCE,0,450,450,100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Salary and Benefits,61626 CELL PHONE ALLOWANCE,"1,908","1,512","1,512",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Salary and Benefits,61710 IMRF,"26,547","35,569","37,046.64",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Salary and Benefits,61725 SOCIAL SECURITY,"27,174","25,744","26,789.99",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Salary and Benefits,61730 MEDICARE,"6,356","6,021","6,265.34",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Services and Supplies,61060 SEASONAL EMPLOYEES,"14,340","10,000","10,000",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Services and Supplies,62205 ADVERTISING,"11,000","5,000","5,000",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Services and Supplies,62210 PRINTING,"5,000","5,000","5,000",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Services and Supplies,62275 POSTAGE CHARGEBACKS,333,333,333,100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Services and Supplies,62295 TRAINING & TRAVEL,"1,360","1,600","1,600",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Services and Supplies,62315 POSTAGE,"2,499","2,499","2,499",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Services and Supplies,62360 MEMBERSHIP DUES,433,433,433,100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Services and Supplies,62506 WORK- STUDY,"3,300",0,0,100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Services and Supplies,64004 PEG FEE DISTRIBUTION,"50,000","50,000","50,000",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Miscellaneous,62490 OTHER PROGRAM COSTS,"2,450","2,450","2,450",100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,PUBLIC INFORMATION,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"12,891",0,0,100,15,1510
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,MISC. BUSINESS OPERATIONS,Contingencies,68205 CONTINGENCIES,"150,000","150,000","150,000",100,15,1525
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,OFFICE OF SUSTAINABILITY,Salary and Benefits,61010 REGULAR PAY,"39,894","40,520","41,532.93",100,15,1535
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,OFFICE OF SUSTAINABILITY,Salary and Benefits,61510 HEALTH INSURANCE,"3,904","3,825","3,824.88",100,15,1535
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,OFFICE OF SUSTAINABILITY,Salary and Benefits,61615 LIFE INSURANCE,54,55,55.8,100,15,1535
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,OFFICE OF SUSTAINABILITY,Salary and Benefits,61710 IMRF,"2,552","3,542","3,629.99",100,15,1535
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,OFFICE OF SUSTAINABILITY,Salary and Benefits,61725 SOCIAL SECURITY,"2,540","2,513","2,575.06",100,15,1535
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,OFFICE OF SUSTAINABILITY,Salary and Benefits,61730 MEDICARE,595,588,602.34,100,15,1535
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,OFFICE OF SUSTAINABILITY,Services and Supplies,65125 OTHER COMMODITIES,880,0,0,100,15,1535
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,OFFICE OF SUSTAINABILITY,Miscellaneous,62490 OTHER PROGRAM COSTS,0,"10,000","10,000",100,15,1535
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,OFFICE OF SUSTAINABILITY,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"2,625",0,0,100,15,1535
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,FINANCIAL ADMINISTRATION,Salary and Benefits,61010 REGULAR PAY,"374,421","397,779","407,726.37",100,15,1555
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,FINANCIAL ADMINISTRATION,Salary and Benefits,61110 OVERTIME PAY,"1,000","1,000","1,000",100,15,1555
Expenses,GENERAL FUND,CITY MANAGER'S OFFICE,FINANCIAL ADMINISTRATION,Salary and Benefits,61510 HEALTH INSURANCE,"68,711","59,789","60,309.46",100,15,1555
